-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
-0.268 -0.261 -0.254 -0.247 -0.241 -0.234 -0.227 -0.221 -0.214 -0.207 -0.201 -0.194 -0.187 -0.181 -0.174 -0.167 -0.161 -0.154 -0.147 -0.140 -0.134 -0.127 -0.120 -0.114 -0.107 -0.100 -0.094 -0.087 -0.080 -0.074 -0.067 -0.060 -0.053 -0.047 -0.040 -0.033 -0.027 -0.020 -0.013 -0.007 0.000 0.007 0.013 0.020 0.027 0.033 0.040 0.047 0.053 0.060 0.067 0.074 0.080 0.087 0.094 0.100 0.107 0.114 0.120 0.127 0.134 0.140 0.147 0.154 0.161 0.167 0.174 0.181 0.187 0.194 0.201 0.207 0.214 0.221 0.227 0.234 0.241 0.247 0.254 0.261 0.268
